0.000000000000000000e+00,7.299270072992700489e-03
1.602914383394706022e+01,0.000000000000000000e+00
3.205828766789412043e+01,3.649635036496350245e-03
4.808743150184118065e+01,3.649635036496350245e-03
6.411657533578824086e+01,1.094890510948905160e-02
8.014571916973530108e+01,3.649635036496350245e-03
9.617486300368236130e+01,7.299270072992700489e-03
1.122040068376294215e+02,7.299270072992700489e-03
1.282331506715764817e+02,0.000000000000000000e+00
1.442622945055235277e+02,3.649635036496350245e-03
1.602914383394706022e+02,0.000000000000000000e+00
1.763205821734176766e+02,0.000000000000000000e+00
1.923497260073647226e+02,7.299270072992700489e-03
2.083788698413117686e+02,0.000000000000000000e+00
2.244080136752588430e+02,0.000000000000000000e+00
2.404371575092059174e+02,7.299270072992700489e-03
2.564663013431529635e+02,0.000000000000000000e+00
2.724954451771000095e+02,3.649635036496350245e-03
2.885245890110470555e+02,3.649635036496350245e-03
3.045537328449941583e+02,0.000000000000000000e+00
3.205828766789412043e+02,7.299270072992700489e-03
3.366120205128882503e+02,7.299270072992700489e-03
3.526411643468353532e+02,0.000000000000000000e+00
3.686703081807823992e+02,7.299270072992700489e-03
3.846994520147294452e+02,7.299270072992700489e-03
4.007285958486764912e+02,1.094890510948905160e-02
4.167577396826235372e+02,3.649635036496350245e-03
4.327868835165706400e+02,7.299270072992700489e-03
4.488160273505176860e+02,0.000000000000000000e+00
4.648451711844647321e+02,7.299270072992700489e-03
4.808743150184118349e+02,7.299270072992700489e-03
4.969034588523588809e+02,0.000000000000000000e+00
5.129326026863059269e+02,1.094890510948905160e-02
5.289617465202529729e+02,1.459854014598540098e-02
5.449908903542000189e+02,3.649635036496350245e-03
5.610200341881470649e+02,0.000000000000000000e+00
5.770491780220941109e+02,0.000000000000000000e+00
5.930783218560412706e+02,3.649635036496350245e-03
6.091074656899883166e+02,3.649635036496350245e-03
6.251366095239353626e+02,3.649635036496350245e-03
6.411657533578824086e+02,3.649635036496350245e-03
6.571948971918294546e+02,0.000000000000000000e+00
6.732240410257765006e+02,3.649635036496350245e-03
6.892531848597235467e+02,3.649635036496350245e-03
7.052823286936707063e+02,3.649635036496350245e-03
7.213114725276177523e+02,0.000000000000000000e+00
7.373406163615647984e+02,0.000000000000000000e+00
7.533697601955118444e+02,0.000000000000000000e+00
7.693989040294588904e+02,3.649635036496350245e-03
7.854280478634059364e+02,7.299270072992700489e-03
8.014571916973529824e+02,0.000000000000000000e+00
8.174863355313000284e+02,3.649635036496350245e-03
8.335154793652470744e+02,7.299270072992700489e-03
8.495446231991942341e+02,3.649635036496350245e-03
8.655737670331412801e+02,0.000000000000000000e+00
8.816029108670883261e+02,3.649635036496350245e-03
8.976320547010353721e+02,0.000000000000000000e+00
9.136611985349824181e+02,0.000000000000000000e+00
9.296903423689294641e+02,0.000000000000000000e+00
9.457194862028765101e+02,7.299270072992700489e-03
9.617486300368236698e+02,0.000000000000000000e+00
9.777777738707707158e+02,1.094890510948905160e-02
9.938069177047177618e+02,7.299270072992700489e-03
1.009836061538664808e+03,0.000000000000000000e+00
1.025865205372611854e+03,3.649635036496350245e-03
1.041894349206558900e+03,1.094890510948905160e-02
1.057923493040505946e+03,7.299270072992700489e-03
1.073952636874452992e+03,3.649635036496350245e-03
1.089981780708400038e+03,1.094890510948905160e-02
1.106010924542347084e+03,7.299270072992700489e-03
1.122040068376294130e+03,0.000000000000000000e+00
1.138069212210241176e+03,0.000000000000000000e+00
1.154098356044188222e+03,3.649635036496350245e-03
1.170127499878135495e+03,1.094890510948905160e-02
1.186156643712082541e+03,3.649635036496350245e-03
1.202185787546029587e+03,3.649635036496350245e-03
1.218214931379976633e+03,1.094890510948905160e-02
1.234244075213923679e+03,7.299270072992700489e-03
1.250273219047870725e+03,3.649635036496350245e-03
1.266302362881817771e+03,3.649635036496350245e-03
